,SalePrice,OverallQual,1stFlrSF,TotRmsAbvGrd,YearBuilt,LotFrontage
95,280000.0,7.0,1071.0,9.0,2006.0,109.0
96,150000.0,6.0,1244.0,6.0,1957.0,90.0
97,207000.0,6.0,1053.0,8.0,1923.0,64.0
98,395192.0,9.0,1940.0,8.0,2009.0,83.0
99,158000.0,5.0,1159.0,7.0,1968.0,
100,180000.0,5.0,1721.0,7.0,1968.0,78.0
101,136500.0,6.0,848.0,3.0,2003.0,37.0
102,156000.0,5.0,990.0,5.0,1995.0,43.0
103,325624.0,8.0,1610.0,8.0,2007.0,86.0
104,121500.0,5.0,1392.0,5.0,1957.0,
105,172785.0,6.0,728.0,8.0,2006.0,105.0
106,136500.0,5.0,1050.0,6.0,1961.0,
107,174000.0,6.0,702.0,6.0,1994.0,65.0
108,178000.0,7.0,1212.0,6.0,2001.0,70.0
109,139000.0,6.0,1632.0,6.0,1958.0,80.0
110,112000.0,4.0,960.0,5.0,1956.0,
111,121000.0,6.0,952.0,4.0,1916.0,
112,100000.0,4.0,1047.0,6.0,1885.0,60.0
113,101800.0,4.0,1224.0,6.0,1962.0,70.0
114,200000.0,6.0,1700.0,7.0,2003.0,70.0
115,555000.0,10.0,2402.0,10.0,2008.0,105.0
116,105900.0,6.0,720.0,5.0,1928.0,60.0
117,155000.0,6.0,1051.0,7.0,1966.0,70.0
118,403000.0,8.0,1490.0,9.0,1995.0,174.0
119,224500.0,7.0,846.0,6.0,2009.0,83.0
120,164000.0,6.0,1216.0,5.0,1998.0,32.0
121,142000.0,5.0,1188.0,6.0,1959.0,
122,230000.0,7.0,944.0,6.0,2001.0,79.0
123,172000.0,5.0,1168.0,7.0,1969.0,
124,197000.0,7.0,1687.0,12.0,1920.0,102.0
125,190000.0,7.0,1453.0,6.0,1986.0,
126,158000.0,6.0,1445.0,7.0,1964.0,
127,159500.0,6.0,1194.0,6.0,1959.0,79.0
128,281213.0,8.0,1133.0,9.0,2005.0,88.0
129,195400.0,7.0,1208.0,6.0,2007.0,64.0
130,90000.0,4.0,1040.0,6.0,1949.0,60.0
131,328900.0,9.0,1709.0,5.0,1999.0,50.0
132,145000.0,6.0,1258.0,5.0,1971.0,80.0
133,175500.0,6.0,1422.0,7.0,1981.0,78.0
134,122900.0,5.0,672.0,6.0,1949.0,60.0
135,275000.0,8.0,1058.0,8.0,2005.0,74.0
136,175000.0,6.0,1509.0,5.0,1988.0,85.0
137,556581.0,9.0,1992.0,11.0,2005.0,85.0
138,146000.0,6.0,855.0,7.0,1978.0,24.0
139,175000.0,6.0,1412.0,6.0,1988.0,130.0
140,130000.0,5.0,1360.0,6.0,1955.0,60.0
141,148500.0,6.0,855.0,7.0,1976.0,24.0
142,95000.0,5.0,616.0,5.0,1941.0,60.0
143,73000.0,5.0,764.0,4.0,1925.0,30.0
144,129500.0,4.0,845.0,4.0,1982.0,69.0
145,136500.0,5.0,864.0,6.0,1978.0,
146,112000.0,6.0,1318.0,8.0,1978.0,68.0
147,139500.0,6.0,944.0,7.0,1940.0,60.0
148,168000.0,5.0,1437.0,6.0,1956.0,
149,159000.0,6.0,1394.0,6.0,1963.0,
150,84500.0,4.0,630.0,3.0,1970.0,21.0
151,132000.0,7.0,854.0,5.0,1929.0,51.0
152,187500.0,7.0,1187.0,7.0,1990.0,44.0
153,315500.0,9.0,1620.0,6.0,2007.0,89.0
154,179900.0,6.0,811.0,6.0,1975.0,85.0
155,138500.0,5.0,1052.0,5.0,1968.0,70.0
156,147000.0,5.0,1120.0,6.0,2007.0,70.0
157,141000.0,4.0,1100.0,6.0,1960.0,
158,168500.0,6.0,1350.0,6.0,1964.0,82.0
159,253293.0,8.0,2042.0,8.0,2008.0,98.0
160,175000.0,5.0,1484.0,7.0,1971.0,70.0
161,150000.0,4.0,1620.0,8.0,1976.0,
162,216837.0,7.0,1836.0,8.0,2004.0,70.0
163,140000.0,6.0,1112.0,6.0,1950.0,80.0
164,315000.0,8.0,1549.0,10.0,1932.0,70.0
165,152000.0,5.0,910.0,6.0,1950.0,75.0
166,342643.0,9.0,1249.0,9.0,2006.0,111.0
167,139900.0,5.0,1422.0,6.0,1960.0,
168,129000.0,6.0,1465.0,7.0,1965.0,
169,125000.0,5.0,842.0,6.0,1925.0,60.0
170,179200.0,6.0,1294.0,6.0,1991.0,
171,124500.0,4.0,864.0,5.0,1970.0,70.0
172,202500.0,7.0,1368.0,6.0,2005.0,48.0
173,151500.0,6.0,958.0,5.0,1960.0,
174,112500.0,5.0,928.0,5.0,1957.0,50.0
175,165000.0,6.0,900.0,7.0,1923.0,55.0
176,102000.0,5.0,1008.0,7.0,1926.0,60.0
177,183900.0,7.0,713.0,6.0,1999.0,35.0
178,290000.0,8.0,1660.0,8.0,2006.0,85.0
179,98000.0,4.0,1088.0,9.0,1945.0,50.0
180,582933.0,9.0,1734.0,12.0,2008.0,107.0
181,193500.0,6.0,1679.0,7.0,1994.0,65.0
182,113000.0,5.0,988.0,4.0,1954.0,100.0
183,280000.0,7.0,1533.0,5.0,1975.0,62.0
184,96500.0,4.0,792.0,7.0,1910.0,55.0
185,169000.0,6.0,1699.0,10.0,1919.0,50.0
186,81000.0,5.0,658.0,8.0,1910.0,58.0
187,370878.0,9.0,1766.0,7.0,2009.0,85.0
188,179900.0,5.0,1265.0,6.0,1965.0,85.0
189,181900.0,6.0,1429.0,7.0,1960.0,
190,140000.0,6.0,983.0,8.0,1963.0,71.0
191,154000.0,6.0,829.0,8.0,1968.0,78.0
192,147000.0,6.0,996.0,5.0,1992.0,73.0
193,201000.0,8.0,1466.0,7.0,2007.0,73.0
194,127000.0,5.0,1040.0,6.0,1962.0,
195,625000.0,10.0,1831.0,10.0,1995.0,118.0
196,260000.0,7.0,1372.0,9.0,1993.0,90.0
197,83500.0,4.0,546.0,6.0,1973.0,
198,156000.0,6.0,1026.0,5.0,1969.0,61.0
199,91000.0,3.0,1077.0,6.0,1922.0,60.0
200,210000.0,6.0,2073.0,7.0,1978.0,85.0
201,107500.0,5.0,827.0,5.0,1955.0,60.0
202,320000.0,9.0,1905.0,8.0,2006.0,84.0
203,137500.0,4.0,1180.0,5.0,1922.0,80.0
204,107000.0,6.0,1117.0,6.0,1976.0,94.0
205,134000.0,5.0,1142.0,6.0,1976.0,44.0
206,165000.0,6.0,1431.0,6.0,1962.0,101.0
207,315750.0,7.0,1383.0,8.0,1996.0,95.0
208,228000.0,7.0,1080.0,9.0,1993.0,59.0
209,153337.0,5.0,1224.0,6.0,1979.0,64.0
210,172400.0,6.0,953.0,7.0,2000.0,
211,230000.0,8.0,1795.0,7.0,2002.0,75.0
212,147500.0,5.0,1256.0,6.0,1965.0,75.0
213,230000.0,8.0,792.0,7.0,1929.0,
214,137500.0,6.0,1344.0,7.0,1958.0,
215,114500.0,5.0,912.0,5.0,1958.0,70.0
216,137450.0,6.0,1160.0,7.0,1925.0,51.0
217,223000.0,6.0,1844.0,7.0,1969.0,
218,197900.0,7.0,866.0,6.0,1998.0,80.0
219,82500.0,4.0,861.0,4.0,1940.0,
220,192000.0,7.0,1156.0,8.0,1977.0,83.0
221,139000.0,5.0,661.0,8.0,1910.0,53.0
222,79500.0,5.0,779.0,4.0,1930.0,50.0
223,179600.0,7.0,1422.0,7.0,2004.0,63.0
224,125000.0,5.0,912.0,5.0,1967.0,70.0
225,179000.0,7.0,1349.0,6.0,2000.0,65.0
226,143900.0,5.0,1696.0,8.0,1962.0,40.0
227,395000.0,8.0,1973.0,9.0,2006.0,110.0
228,179000.0,6.0,1007.0,7.0,2000.0,60.0
229,137900.0,5.0,2136.0,7.0,1951.0,89.0
230,117000.0,6.0,1001.0,5.0,1910.0,59.0
231,164500.0,6.0,612.0,4.0,2009.0,40.0
232,173000.0,7.0,764.0,6.0,2003.0,36.0
233,200500.0,6.0,804.0,7.0,1998.0,70.0
234,176000.0,6.0,1137.0,5.0,1987.0,54.0
235,252000.0,8.0,1082.0,9.0,2005.0,85.0
236,204000.0,6.0,888.0,7.0,1996.0,
237,200000.0,6.0,616.0,8.0,1997.0,79.0
238,213490.0,7.0,1506.0,6.0,2005.0,43.0
239,152000.0,7.0,1370.0,6.0,1976.0,80.0
240,149900.0,5.0,985.0,6.0,1977.0,65.0
241,181000.0,6.0,892.0,7.0,1999.0,
242,200000.0,5.0,1338.0,12.0,1969.0,91.0
243,145000.0,7.0,877.0,6.0,1928.0,52.0
244,39300.0,1.0,334.0,2.0,1946.0,50.0
245,109900.0,4.0,1196.0,5.0,1916.0,40.0
246,125000.0,5.0,1728.0,10.0,1963.0,70.0
247,161500.0,6.0,1342.0,7.0,1967.0,
248,84500.0,5.0,1140.0,6.0,2006.0,90.0
249,335000.0,9.0,1130.0,10.0,2008.0,96.0
250,336000.0,8.0,1276.0,8.0,1998.0,98.0
251,160000.0,6.0,1251.0,6.0,1964.0,80.0
252,115000.0,5.0,912.0,5.0,1964.0,66.0
253,146800.0,6.0,1062.0,5.0,1976.0,
254,378500.0,9.0,2018.0,10.0,2008.0,89.0
255,222500.0,7.0,884.0,8.0,2001.0,
256,402000.0,8.0,1686.0,8.0,1994.0,52.0
257,118000.0,5.0,1077.0,5.0,1939.0,50.0
258,80000.0,5.0,1006.0,5.0,1959.0,
259,280000.0,8.0,1086.0,7.0,1998.0,78.0
260,94750.0,4.0,960.0,6.0,1965.0,73.0
261,170000.0,5.0,1779.0,6.0,1955.0,102.0
262,144500.0,5.0,1526.0,7.0,1957.0,68.0
263,178000.0,6.0,799.0,7.0,1993.0,59.0
264,164500.0,5.0,1320.0,6.0,1966.0,96.0
265,104900.0,5.0,949.0,7.0,1924.0,60.0
266,265900.0,8.0,1484.0,6.0,2006.0,64.0
267,223500.0,7.0,920.0,6.0,2001.0,68.0
268,295493.0,8.0,1630.0,8.0,2008.0,61.0
269,35311.0,2.0,480.0,4.0,1949.0,50.0
270,144000.0,5.0,912.0,4.0,1962.0,
271,240000.0,6.0,1548.0,9.0,1974.0,90.0
272,135000.0,4.0,1328.0,7.0,1928.0,65.0
273,253000.0,7.0,1113.0,8.0,2005.0,75.0
274,185000.0,6.0,680.0,6.0,1993.0,
275,140000.0,6.0,810.0,7.0,1925.0,
276,325300.0,8.0,1158.0,9.0,2005.0,101.0
277,226000.0,7.0,1479.0,7.0,2003.0,72.0
278,190000.0,7.0,1061.0,8.0,1992.0,107.0
279,173000.0,6.0,1167.0,6.0,1992.0,
280,233170.0,7.0,1502.0,7.0,2009.0,79.0
281,145900.0,5.0,1272.0,9.0,1900.0,67.0
282,127000.0,5.0,1026.0,6.0,1924.0,50.0
283,394432.0,9.0,1856.0,8.0,2010.0,88.0
284,119500.0,5.0,630.0,6.0,1972.0,21.0
285,169500.0,7.0,1226.0,7.0,1931.0,
286,220000.0,8.0,927.0,8.0,1992.0,80.0
287,86000.0,4.0,630.0,3.0,1970.0,21.0
288,174000.0,6.0,1537.0,7.0,1962.0,80.0
289,192500.0,7.0,1555.0,7.0,2005.0,43.0
290,166000.0,5.0,910.0,6.0,1952.0,71.0
291,110000.0,5.0,682.0,5.0,1910.0,60.0
292,271000.0,7.0,1223.0,5.0,1994.0,81.0
293,275000.0,7.0,1644.0,5.0,1989.0,
294,68400.0,4.0,698.0,6.0,1920.0,60.0
295,220000.0,7.0,1541.0,7.0,2005.0,95.0
296,319900.0,9.0,1752.0,6.0,2005.0,61.0
297,171000.0,6.0,858.0,8.0,1962.0,70.0
298,221000.0,7.0,1195.0,7.0,1998.0,58.0
299,172500.0,6.0,742.0,6.0,1999.0,34.0
300,104900.0,4.0,1281.0,7.0,1920.0,
301,248900.0,8.0,1646.0,6.0,2006.0,67.0
302,88000.0,5.0,1015.0,6.0,1925.0,51.0
303,133000.0,4.0,989.0,6.0,1935.0,51.0
304,85400.0,6.0,483.0,4.0,1971.0,21.0
305,215000.0,6.0,1656.0,7.0,1960.0,141.0
306,410000.0,8.0,2053.0,9.0,1995.0,56.0
307,119500.0,5.0,923.0,5.0,1984.0,37.0
308,144000.0,5.0,1344.0,6.0,1958.0,
309,136500.0,4.0,1768.0,8.0,1968.0,72.0
310,426000.0,10.0,1742.0,9.0,2007.0,96.0
311,210000.0,7.0,1436.0,8.0,2004.0,65.0
312,125500.0,4.0,796.0,7.0,1922.0,40.0
313,145000.0,6.0,1138.0,6.0,1958.0,65.0
314,109500.0,5.0,1040.0,5.0,1950.0,60.0
315,170000.0,7.0,1222.0,8.0,1968.0,102.0
316,187500.0,6.0,976.0,9.0,1966.0,
317,151000.0,6.0,716.0,6.0,1980.0,24.0
318,229456.0,8.0,1314.0,6.0,2009.0,72.0
319,289000.0,7.0,1801.0,6.0,1959.0,100.0
320,110000.0,5.0,720.0,5.0,1947.0,50.0
321,320000.0,9.0,1698.0,8.0,2007.0,86.0
322,148000.0,6.0,1194.0,6.0,1959.0,73.0
323,167900.0,6.0,1334.0,6.0,1977.0,80.0
324,120000.0,3.0,679.0,6.0,1948.0,50.0
325,424870.0,8.0,1466.0,11.0,2006.0,77.0
326,240000.0,8.0,1220.0,8.0,1995.0,80.0
327,97000.0,4.0,864.0,4.0,1971.0,70.0
328,210000.0,8.0,786.0,6.0,2008.0,75.0
329,180000.0,6.0,1523.0,7.0,1976.0,104.0
330,205950.0,7.0,822.0,7.0,2007.0,65.0
331,127000.0,5.0,1072.0,6.0,1948.0,50.0
332,163500.0,5.0,964.0,5.0,1921.0,80.0
333,310000.0,10.0,1026.0,10.0,2008.0,85.0
334,307000.0,8.0,1694.0,7.0,2004.0,75.0
335,256300.0,8.0,1600.0,7.0,2007.0,110.0
336,93000.0,4.0,936.0,4.0,1953.0,60.0
337,133000.0,5.0,1040.0,5.0,1963.0,75.0
338,189950.0,7.0,912.0,7.0,1918.0,55.0
339,121600.0,4.0,774.0,5.0,1946.0,51.0
340,262000.0,8.0,1624.0,5.0,1994.0,89.0
341,119000.0,6.0,904.0,4.0,1926.0,50.0
342,143000.0,5.0,1144.0,6.0,1959.0,70.0
343,189000.0,7.0,728.0,7.0,2005.0,63.0
344,240000.0,7.0,1710.0,7.0,2004.0,43.0
345,194500.0,7.0,1014.0,7.0,1993.0,
346,118000.0,6.0,672.0,7.0,1972.0,21.0
347,94500.0,6.0,483.0,5.0,1972.0,21.0
348,173000.0,6.0,959.0,7.0,2000.0,58.0
349,193000.0,7.0,882.0,7.0,1999.0,68.0
350,131000.0,5.0,1148.0,8.0,1949.0,60.0
351,235000.0,7.0,992.0,7.0,2000.0,
352,211000.0,6.0,1164.0,8.0,1988.0,97.0
353,85000.0,5.0,536.0,4.0,1976.0,36.0
354,158000.0,6.0,1158.0,5.0,2004.0,63.0
355,232000.0,8.0,1668.0,8.0,2003.0,48.0
356,190000.0,7.0,1161.0,8.0,1977.0,92.0
357,60000.0,2.0,438.0,3.0,1920.0,60.0
358,214000.0,7.0,1588.0,6.0,1999.0,78.0
359,106000.0,5.0,630.0,6.0,1970.0,24.0
360,375000.0,7.0,2036.0,8.0,1965.0,150.0
361,129000.0,5.0,864.0,5.0,1950.0,60.0
362,87500.0,3.0,1040.0,6.0,1949.0,
363,72500.0,3.0,720.0,4.0,1949.0,
364,175500.0,7.0,764.0,6.0,2003.0,36.0
365,159950.0,5.0,1086.0,6.0,1966.0,85.0
366,128900.0,5.0,1050.0,5.0,1956.0,80.0
367,268000.0,8.0,2217.0,8.0,1970.0,95.0
368,250000.0,8.0,1634.0,7.0,2006.0,98.0
369,68500.0,4.0,520.0,4.0,1927.0,60.0
370,282922.0,8.0,1464.0,6.0,2007.0,49.0
371,190000.0,5.0,1867.0,7.0,1955.0,
372,147000.0,6.0,1026.0,5.0,1978.0,
373,315000.0,8.0,1470.0,8.0,1998.0,80.0
374,189000.0,7.0,1434.0,6.0,2001.0,65.0
375,169990.0,6.0,1316.0,6.0,2005.0,65.0
376,97000.0,5.0,882.0,4.0,1956.0,70.0
377,144900.0,5.0,1086.0,6.0,1954.0,85.0
378,260000.0,7.0,1734.0,7.0,2005.0,78.0
379,217000.0,6.0,2259.0,7.0,1953.0,
380,153500.0,6.0,1337.0,5.0,1998.0,32.0
381,191000.0,7.0,1504.0,7.0,2005.0,43.0
382,96500.0,5.0,789.0,5.0,1926.0,55.0
383,181000.0,6.0,1309.0,5.0,1974.0,78.0
384,126500.0,5.0,1065.0,6.0,1960.0,80.0
385,142500.0,6.0,1003.0,6.0,1984.0,37.0
386,160000.0,5.0,948.0,10.0,1916.0,
387,82000.0,4.0,1152.0,6.0,1955.0,65.0
388,145500.0,5.0,1053.0,5.0,1959.0,72.0
389,312500.0,8.0,1800.0,7.0,2002.0,85.0
390,339750.0,8.0,1050.0,8.0,2007.0,85.0
391,143000.0,6.0,1328.0,6.0,1963.0,
392,135000.0,5.0,893.0,4.0,1949.0,60.0
393,117500.0,5.0,925.0,5.0,1965.0,70.0
394,198500.0,7.0,495.0,7.0,2003.0,64.0
395,214000.0,7.0,1535.0,7.0,2004.0,70.0
396,254900.0,7.0,991.0,8.0,2004.0,100.0
397,219210.0,7.0,879.0,9.0,2006.0,58.0
398,230000.0,6.0,1811.0,6.0,1956.0,90.0
399,197900.0,6.0,1724.0,7.0,1967.0,
400,100000.0,4.0,772.0,4.0,1939.0,50.0
401,154300.0,5.0,1105.0,12.0,1960.0,80.0
402,102000.0,6.0,986.0,5.0,1926.0,60.0
403,286000.0,8.0,1593.0,5.0,2001.0,41.0
404,66500.0,5.0,676.0,5.0,1941.0,52.0
405,155000.0,6.0,1052.0,6.0,1971.0,80.0
406,167000.0,7.0,1277.0,5.0,1970.0,85.0
407,264561.0,8.0,1567.0,7.0,2006.0,53.0
408,120000.0,6.0,626.0,6.0,1980.0,75.0
409,165000.0,7.0,673.0,6.0,2000.0,
410,186500.0,7.0,756.0,6.0,2005.0,65.0
411,124000.0,5.0,1144.0,6.0,1963.0,71.0
412,197900.0,7.0,1142.0,7.0,1976.0,
413,115000.0,5.0,896.0,7.0,1936.0,
414,451950.0,10.0,1728.0,10.0,2008.0,97.0
415,80000.0,4.0,672.0,5.0,1941.0,60.0
416,139950.0,5.0,1144.0,6.0,1961.0,75.0
417,223500.0,5.0,1072.0,6.0,1923.0,144.0
418,92900.0,3.0,1040.0,6.0,1950.0,60.0
419,179540.0,7.0,728.0,8.0,2007.0,65.0
420,149700.0,6.0,1236.0,6.0,1957.0,90.0
421,89471.0,4.0,1131.0,7.0,1937.0,50.0
422,127500.0,6.0,1689.0,7.0,1956.0,73.0
423,152000.0,5.0,780.0,7.0,1969.0,80.0
424,123500.0,5.0,1148.0,6.0,1952.0,57.0
425,137000.0,6.0,908.0,9.0,1910.0,69.0
426,182900.0,6.0,1440.0,7.0,1981.0,
427,157000.0,5.0,1090.0,5.0,2005.0,60.0
428,359100.0,8.0,1940.0,10.0,1934.0,78.0
429,163990.0,6.0,728.0,8.0,2005.0,65.0
430,107900.0,4.0,901.0,4.0,1954.0,50.0
431,170000.0,5.0,1328.0,5.0,1959.0,115.0
432,250000.0,7.0,1020.0,6.0,1936.0,86.0
433,144000.0,5.0,2020.0,10.0,1977.0,60.0
434,140000.0,5.0,1048.0,6.0,1945.0,60.0
435,55000.0,4.0,796.0,5.0,1922.0,40.0
436,97500.0,6.0,912.0,6.0,1948.0,78.0
437,172500.0,5.0,1252.0,8.0,1958.0,
438,144000.0,7.0,815.0,7.0,1916.0,65.0
439,140000.0,7.0,1164.0,6.0,1969.0,80.0
440,115000.0,5.0,864.0,5.0,1955.0,60.0
441,116000.0,5.0,910.0,5.0,1953.0,74.0
442,167500.0,5.0,1264.0,6.0,1960.0,73.0
443,151000.0,7.0,520.0,4.0,2005.0,30.0
444,285000.0,8.0,1234.0,10.0,2003.0,93.0
445,277500.0,9.0,1561.0,6.0,2005.0,60.0
446,377426.0,9.0,1922.0,8.0,2005.0,86.0
447,88000.0,4.0,858.0,5.0,1971.0,
448,138000.0,5.0,990.0,5.0,1994.0,60.0
449,157500.0,6.0,1478.0,6.0,1960.0,
450,93000.0,5.0,1124.0,5.0,1954.0,77.0
451,225000.0,7.0,847.0,7.0,2003.0,
452,220000.0,8.0,1296.0,6.0,2001.0,
453,109000.0,5.0,1057.0,5.0,1953.0,68.0
454,135500.0,5.0,980.0,6.0,1967.0,75.0
455,159500.0,7.0,1576.0,8.0,1890.0,60.0
456,132000.0,5.0,1057.0,6.0,1962.0,70.0
457,101000.0,5.0,581.0,6.0,1920.0,60.0
458,58500.0,3.0,864.0,5.0,1914.0,45.0
459,141000.0,4.0,864.0,4.0,1951.0,140.0
460,145250.0,6.0,1383.0,7.0,1960.0,80.0
461,241500.0,7.0,1363.0,5.0,1954.0,73.0
462,145000.0,5.0,1712.0,8.0,1959.0,70.0
463,155000.0,7.0,575.0,6.0,1936.0,60.0
464,135000.0,5.0,1098.0,6.0,1955.0,
465,232000.0,8.0,1574.0,7.0,2006.0,75.0
466,142000.0,6.0,1252.0,7.0,1959.0,80.0
467,148000.0,5.0,914.0,5.0,1996.0,57.0
468,172500.0,8.0,983.0,7.0,1999.0,24.0
469,128500.0,5.0,988.0,5.0,1961.0,
470,128000.0,6.0,958.0,5.0,1976.0,
471,147400.0,7.0,520.0,4.0,2005.0,24.0
472,465000.0,10.0,2076.0,7.0,2006.0,107.0
473,119200.0,6.0,1082.0,5.0,1948.0,60.0
474,200141.0,7.0,1316.0,6.0,2007.0,103.0
475,175000.0,5.0,981.0,7.0,1937.0,60.0
476,127000.0,5.0,864.0,5.0,1972.0,60.0
477,120000.0,6.0,950.0,5.0,1929.0,50.0
478,266000.0,8.0,1095.0,8.0,2006.0,84.0
479,174000.0,7.0,1682.0,7.0,1970.0,80.0
480,186700.0,5.0,1572.0,5.0,1963.0,50.0
481,129900.0,7.0,1022.0,8.0,1931.0,51.0
482,104000.0,6.0,929.0,8.0,1912.0,92.0
483,125000.0,5.0,765.0,7.0,1970.0,24.0
484,294000.0,7.0,1516.0,9.0,1974.0,
485,320000.0,7.0,1699.0,11.0,1990.0,90.0
486,105000.0,5.0,968.0,6.0,1941.0,79.0
487,226000.0,7.0,1057.0,7.0,2001.0,
488,154900.0,5.0,820.0,7.0,1921.0,54.0
489,277000.0,7.0,1180.0,7.0,1988.0,
490,318061.0,9.0,1869.0,6.0,2007.0,68.0
491,239799.0,7.0,1391.0,7.0,2006.0,73.0
492,143000.0,6.0,848.0,3.0,2004.0,
493,168000.0,6.0,806.0,7.0,1995.0,
